title,main_category_manual,title_norm
"Khởi nghiệp tự do","Kinh doanh - Kinh tế","khoi nghiep tu do"
"Khởi nghiệp và vận hành đúng hướng","Kinh doanh - Kinh tế","khoi nghiep va van hanh dung huong"
"Khởi nghiệp với 100 [đôla]","Kinh doanh - Kinh tế","khoi nghiep voi 100 dola"
"Khởi nghiệp đỏ̂i mới sáng tạo","Kinh doanh - Kinh tế","khoi nghiep doi moi sang tao"
"Khởi Đầu Của Loài Người","Văn học - Tiểu thuyết","khoi dau cua loai nguoi"
"Khủng Bố Sống Lại","Kinh dị - Thriller","khung bo song lai"
"Khủng Bố Đô Thị","Kinh dị - Thriller","khung bo do thi"
"Khủng Hoảng Môi Trường","Khoa học tự nhiên","khung hoang moi truong"
"Kien Giang economy in the years of reform","Kinh doanh - Kinh tế","kien giang economy in the years of reform"
"Kim Bình Mai","Văn học - Tiểu thuyết","kim binh mai"
"Kim Cổ Cách Ngôn","Văn học - Tiểu thuyết","kim co cach ngon"
"Kim Ngư Cơ","Văn học - Tiểu thuyết","kim ngu co"
"Kim Vân Kiều tân chuyện","Văn học - Tiểu thuyết","kim van kieu tan chuyen"
"Kim vân kiêu tân truyện","Văn học - Tiểu thuyết","kim van kieu tan truyen"
"Kinh Doanh Nhỏ Thu Lợi Lớn","Kinh doanh - Kinh tế","kinh doanh nho thu loi lon"
"Kinh Doanh – Một Cuộc Chơi Lớn","Kinh doanh - Kinh tế","kinh doanh mot cuoc choi lon"
"Kinh Nghiệm Khởi Nghiệp Và Làm Giàu","Kinh doanh - Kinh tế","kinh nghiem khoi nghiep va lam giau"
"Kinh T¿ H¿c So пng Qua M¿t Bài H¿c","Kinh doanh - Kinh tế","kinh t h c so ng qua m t bai h c"
"Kinh Tế Học Thiếu Nhi - Quản lý Rủi Ro","Kinh doanh - Kinh tế","kinh te hoc thieu nhi quan ly rui ro"
"Kinh Tế Học Và Sex","Kinh doanh - Kinh tế","kinh te hoc va sex"
"Kinh cà̂u hò̂n cho ai","Tôn giáo - Tâm linh","kinh cau hon cho ai"
"Kinh nghiệm một số nước trong việc ứng dụng công nghệ thông tin nhằm phát triển hoạt động bán lẻ của ngân hàng và bài học cho ngân hàng TMCP Công thương Việt Nam","Công nghệ - Kỹ thuật","kinh nghiem mot so nuoc trong viec ung dung cong nghe thong tin nham phat trien hoat dong ban le cua ngan hang va bai hoc cho ngan hang tmcp cong thuong viet nam"
"Kinh nghiệm nước ngoài trong quốc tế hóa giáo dục đại học áp dụng cho Việt Nam trong quá trình hội nhập","Giáo dục - Giáo trình","kinh nghiem nuoc ngoai trong quoc te hoa giao duc dai hoc ap dung cho viet nam trong qua trinh hoi nhap"
"Kinh té̂ tri thức, thời cơ và thách thức đó̂i với sự phát triẻ̂n của Việt Nam","Kinh doanh - Kinh tế","kinh te tri thuc thoi co va thach thuc doi voi su phat trien cua viet nam"
"Kinh tế Mỹ","Kinh doanh - Kinh tế","kinh te my"
"Kinh tế Việt Nam 2008","Kinh doanh - Kinh tế","kinh te viet nam 2008"
"Kinh tế Việt Nam sau khi gia nhập WTO","Kinh doanh - Kinh tế","kinh te viet nam sau khi gia nhap wto"
"Kinh tế Việt Nam trong những nǎm đổi mới","Kinh doanh - Kinh tế","kinh te viet nam trong nhung nam doi moi"
"Kinh tế Việt Nam, 2008-2015","Kinh doanh - Kinh tế","kinh te viet nam 2008 2015"
"Kinh tế Việt Nam: Thăng trầm và Đột phá","Kinh doanh - Kinh tế","kinh te viet nam thang tram va dot pha"
"Kinh tế Việt-Nam, 1945-1960","Kinh doanh - Kinh tế","kinh te viet nam 1945 1960"
"Kinh tế chính trị","Kinh doanh - Kinh tế","kinh te chinh tri"
"Kinh tế chính trị Mác - Lênin","Kinh doanh - Kinh tế","kinh te chinh tri mac lenin"
"Kinh tế chính trị Mác-Lê nin","Kinh doanh - Kinh tế","kinh te chinh tri mac le nin"
"Kinh tế hàng hoá của Thăng Long - Hà Nội","Kinh doanh - Kinh tế","kinh te hang hoa cua thang long ha noi"
"Kinh tế học","Kinh doanh - Kinh tế","kinh te hoc"
"Kinh tế học của sự phát triển","Kinh doanh - Kinh tế","kinh te hoc cua su phat trien"
"Kinh tế học hài hước","Kinh doanh - Kinh tế","kinh te hoc hai huoc"
"Kinh tế hộ gia đình và các quan hệ xã hội ở nông thôn đò̂ng bằng sông Hồng trong thời kỳ đổi mới","Kinh doanh - Kinh tế","kinh te ho gia dinh va cac quan he xa hoi o nong thon dong bang song hong trong thoi ky doi moi"
"Kinh tế quản trị kinh doanh xây dựng","Kinh doanh - Kinh tế","kinh te quan tri kinh doanh xay dung"
"Kinh tế tri thức - vấn đề và giải pháp","Kinh doanh - Kinh tế","kinh te tri thuc van de va giai phap"
"Kinh tế tri thức ở Việt Nam - Quan điểm và giải pháp phát triển","Kinh doanh - Kinh tế","kinh te tri thuc o viet nam quan diem va giai phap phat trien"
"Kinh tế và dự báo","Kinh doanh - Kinh tế","kinh te va du bao"
"Kinh tế và phát triển","Kinh doanh - Kinh tế","kinh te va phat trien"
"Kinh tế đối ngoại","Kinh doanh - Kinh tế","kinh te doi ngoai"
"Kinh tế, xã hội Việt Nam năm 2000","Khoa học xã hội","kinh te xa hoi viet nam nam 2000"
"Kinh tế-xã hội Việt Nam hướng tới chất lượng tăng trưởng, hội nhập-phát triển bền vững","Kinh doanh - Kinh tế","kinh te xa hoi viet nam huong toi chat luong tang truong hoi nhap phat trien ben vung"
"Kinh Điển Về Khởi Nghiệp","Kinh doanh - Kinh tế","kinh dien ve khoi nghiep"
"Kinh-tê Tâp-san","Kinh doanh - Kinh tế","kinh te tap san"
"Kinh-tế Việt-Nam Cộng-hòa","Kinh doanh - Kinh tế","kinh te viet nam cong hoa"
"Kiên Ngạnh Như Thủy","Văn học - Tiểu thuyết","kien nganh nhu thuy"
"Kiêu Hùng Trọng Sinh Hongkong 1950","Xuyên không - Trọng sinh","kieu hung trong sinh hongkong 1950"
"Kiếm Hồn – Bạch Dịch","Tiên hiệp - Huyền huyễn","kiem hon bach dich"
"Kiếm Phệ Thiên Hạ","Tiên hiệp - Huyền huyễn","kiem phe thien ha"
"Kiến Long","Văn học - Tiểu thuyết","kien long"
"Kiến Tạo Harvard Hiện Đại","Kinh doanh - Kinh tế","kien tao harvard hien dai"
"Kiến Tạo Thế Hệ Việt Nam Ưu Việt","Kỹ năng sống - Phát triển bản thân","kien tao the he viet nam uu viet"
"Kiến Xuân Đài (Đài Ngắm Xuân)","Văn học - Tiểu thuyết","kien xuan dai dai ngam xuan"
"Kiến trúc sư đại tài","Văn học - Tiểu thuyết","kien truc su dai tai"
"Kiến tạo - địa động lực và tiềm năng dầu khí của bể trầm tích sông Hồng - vịnh Bắc Bộ","Khoa học tự nhiên","kien tao dia dong luc va tiem nang dau khi cua be tram tich song hong vinh bac bo"
"Kiếp người","Văn học - Tiểu thuyết","kiep nguoi"
"Kiểm Soát Sự Tập Trung Giữa Cơn Bão Công Nghệ","Tâm lý học","kiem soat su tap trung giua con bao cong nghe"
"Kiểm định chất lượng trong giáo dục đại học","Giáo dục - Giáo trình","kiem dinh chat luong trong giao duc dai hoc"
"Ky thuat dieu khien lap trinh PLC SIMATIC S7-200","Công nghệ - Kỹ thuật","ky thuat dieu khien lap trinh plc simatic s7 200"
"Kéo Búa Bao – Alice Feeney","Trinh thám - Pháp y","keo bua bao alice feeney"
"Kép Tư Bền","Văn học - Tiểu thuyết","kep tu ben"
"Két “Xác” – Hideo Yokoyama","Trinh thám - Pháp y","ket xac hideo yokoyama"
"Ké̂t quả nghiên cứu khoa học","Khoa học xã hội","ket qua nghien cuu khoa hoc"
"Ké̂t quả tỏ̂ng điè̂u tra nông thôn, nông nghiệp và thuỷ sản năm 2011: Huyện Tràng Định","Khoa học xã hội","ket qua tong dieu tra nong thon nong nghiep va thuy san nam 2011 huyen trang dinh"
"Kích Hoạt Tài Năng Bán Hàng","Kinh doanh - Kinh tế","kich hoat tai nang ban hang"
"Kính Sơn Thủy – Biệt Tứ Vi","Văn học - Tiểu thuyết","kinh son thuy biet tu vi"
"Kính ngữ với đại từ nhân xưng trong tiếng Nhật","Giáo dục - Giáo trình","kinh ngu voi dai tu nhan xung trong tieng nhat"
"Ký Sự Pháp Y – Khi Tử Thi Kể Chuyện","Trinh thám - Pháp y","ky su phap y khi tu thi ke chuyen"
"Kĩ năng giao tiếp trong hoạt động học tập của sinh viên dân tộc Khmer vùng đồng bằng sông Cửu Long","Kỹ năng sống - Phát triển bản thân","ki nang giao tiep trong hoat dong hoc tap cua sinh vien dan toc khmer vung dong bang song cuu long"
"Kĩ năng ứng xử đẹp ở mọi lúc, mọi nơi","Kỹ năng sống - Phát triển bản thân","ki nang ung xu dep o moi luc moi noi"
"Kĩ thuật 11","Công nghệ - Kỹ thuật","ki thuat 11"
"Kĩ thuật 11: cơ khí","Công nghệ - Kỹ thuật","ki thuat 11 co khi"
"K̉y yếu hội th̉ao quốc gia khoa học và công nghệ b̉ao vệ thực vật","Khoa học tự nhiên","k y yeu hoi th ao quoc gia khoa hoc va cong nghe b ao ve thuc vat"
"Kẻ Chủ Mưu","Trinh thám - Pháp y","ke chu muu"
"Kẻ Khác – Guillaume Musso","Văn học - Tiểu thuyết","ke khac guillaume musso"
"Kẻ Lạ Hoàn Hảo – Megan Miranda","Trinh thám - Pháp y","ke la hoan hao megan miranda"
"Kẻ Lừa Đảo Ở Khoang Hạng Nhất","Văn học - Tiểu thuyết","ke lua dao o khoang hang nhat"
"Kẻ Sát Nhân Quỷ Quyệt","Trinh thám - Pháp y","ke sat nhan quy quyet"
"Kẻ Trộm Cà Chua","Văn học - Tiểu thuyết","ke trom ca chua"
"Kẻ Trộm Kim Cương","Trinh thám - Pháp y","ke trom kim cuong"
"Kẻ lãng quên","Văn học - Tiểu thuyết","ke lang quen"
"Kẻ tình nghi","Văn học - Tiểu thuyết","ke tinh nghi"
"Kẻ Đầu Cơ Thời Dân Quốc","Văn học - Tiểu thuyết","ke dau co thoi dan quoc"
"Kế Hoạch Anpha","Kinh doanh - Kinh tế","ke hoach anpha"
"Kế Hoạch Marketing Trên Một Trang Giấy","Kinh doanh - Kinh tế","ke hoach marketing tren mot trang giay"
"Kế Toán Vỉa Hè – Darrell Mullis","Kinh doanh - Kinh tế","ke toan via he darrell mullis"
"Kế hoạch quản lý tài chính cá nhân","Kinh doanh - Kinh tế","ke hoach quan ly tai chinh ca nhan"
"Kế toán quản trị với các doanh nghiệp sản xuất kinh doanh","Kinh doanh - Kinh tế","ke toan quan tri voi cac doanh nghiep san xuat kinh doanh"
"Kết Hợp Âm Thanh Và Thiền Định - Điều Chỉnh Tâm Trí Và Cơ Thể","Tôn giáo - Tâm linh","ket hop am thanh va thien dinh dieu chinh tam tri va co the"
"Kết quả của các dự án trong 10 năm hợp tác và phát triễn giữa trường Đại học khoa học xã hội và nhân văn, đại học quốc gia Hà Nội và viện Rosa Luxemburg, cộng hòa liên bang Đức","Khoa học xã hội","ket qua cua cac du an trong 10 nam hop tac va phat trien giua truong dai hoc khoa hoc xa hoi va nhan van dai hoc quoc gia ha noi va vien rosa luxemburg cong hoa lien bang duc"
"Kết quả nghiên cứu khoa học và chuyển giao công nghệ giai đoạn 2006-2009","Khoa học xã hội","ket qua nghien cuu khoa hoc va chuyen giao cong nghe giai doan 2006 2009"
"Kết quả thực hiện Chiến lược phát triển Lâm nghiệp Việt Nam giai đoạn 2006–2020 và đề xuất nội dung Chiến lược phát triển Lâm nghiệp Việt Nam giai đoạn 2021–2030, tầm nhìn đến năm 2050","Khoa học xã hội","ket qua thuc hien chien luoc phat trien lam nghiep viet nam giai doan 2006 2020 va de xuat noi dung chien luoc phat trien lam nghiep viet nam giai doan 2021 2030 tam nhin den nam 2050"
"Kết quả điều tra toàn bộ doanh nghiệp, 1-4-2001","Kinh doanh - Kinh tế","ket qua dieu tra toan bo doanh nghiep 1 4 2001"
"Kết quả điều tra vốn đầu tư năm 2005","Kinh doanh - Kinh tế","ket qua dieu tra von dau tu nam 2005"
"Kỳ Án Bảy Mặt Đồng Hồ","Trinh thám - Pháp y","ky an bay mat dong ho"
"Kỳ Án Pháp Y 1 – Mật Mã Tử Vong","Trinh thám - Pháp y","ky an phap y 1 mat ma tu vong"
"Kỳ Án Pháp Y 2: Truy Tìm Bằng Chứng – Lời Thì Thầm Của Tử Thi","Trinh thám - Pháp y","ky an phap y 2 truy tim bang chung loi thi tham cua tu thi"
"Kỵ Sĩ Không Đầu","Văn học - Tiểu thuyết","ky si khong dau"
"Kỷ Luật = Tự Do","Kỹ năng sống - Phát triển bản thân","ky luat tu do"
"Kỷ Luật Không Nước Mắt","Kỹ năng sống - Phát triển bản thân","ky luat khong nuoc mat"
"Kỷ Nguyên Kỳ Lạ","Văn học - Tiểu thuyết","ky nguyen ky la"
"Kỷ Nguyên Phẫn Nộ","Văn học - Tiểu thuyết","ky nguyen phan no"
"Kỷ Vật Vô Giá","Văn học - Tiểu thuyết","ky vat vo gia"
"Kỷ Yếu Hội Nghị Khoa Học Giáo Viên Khoa Công Nghệ Thông Tin","Công nghệ - Kỹ thuật","ky yeu hoi nghi khoa hoc giao vien khoa cong nghe thong tin"
"Kỷ Yếu Hội Nghị Khoa Học Sinh Viên","Giáo dục - Giáo trình","ky yeu hoi nghi khoa hoc sinh vien"
"Kỷ Yếu Hội Nghị Khoa Học Sinh Viên Khoa Đào Tạo Đại Cương","Giáo dục - Giáo trình","ky yeu hoi nghi khoa hoc sinh vien khoa dao tao dai cuong"
"Kỷ Yếu Hội Thảo Khoa Học Sinh Viên Khoa Công Nghệ Thông Tin","Công nghệ - Kỹ thuật","ky yeu hoi thao khoa hoc sinh vien khoa cong nghe thong tin"
"Kỷ Yếu Hội Thảo Sinh Viên Khoa Tiếng Anh Chuyên Ngành","Giáo dục - Giáo trình","ky yeu hoi thao sinh vien khoa tieng anh chuyen nganh"
"Kỷ yéu hội thảo khoa học quốc Ảnh hưởng của mạng xã hội đến học sinh, sinh viên hiện nay","Khoa học xã hội","ky yeu hoi thao khoa hoc quoc anh huong cua mang xa hoi den hoc sinh sinh vien hien nay"
"Kỷ yé̂u của Quó̂c hội khóa XI.","Pháp luật - Chính trị","ky yeu cua quoc hoi khoa xi"
"Kỷ yé̂u kỳ họp thứ tư - Quó̂c hội khóa XI (21/10/2003-28/11/2003) về kết quả giải quyềt các ý kiến, kiến nghị của cử tri và thực hiện lời hứa của các bộ, ngành tại ký họp thứ ba - Quó̂c hội ...","Pháp luật - Chính trị","ky yeu ky hop thu tu quoc hoi khoa xi 21 10 2003 28 11 2003 ve ket qua giai quyet cac y kien kien nghi cua cu tri va thuc hien loi hua cua cac bo nganh tai ky hop thu ba quoc hoi"
"Kỷ yé̂u tỏ̂ng ké̂t công tác văn hóa thông tin: 2001","Khoa học xã hội","ky yeu tong ket cong tac van hoa thong tin 2001"
"Kỷ yếu","Khoa học xã hội","ky yeu"
"Kỷ yếu Hội nghị khoa học sinh viên với khoa học - công nghệ","Khoa học xã hội","ky yeu hoi nghi khoa hoc sinh vien voi khoa hoc cong nghe"
"Kỷ yếu Hội thảo khoa học quốc gia lấn thứ nhất Nghiên cứu cơ bản và ứng dụng công nghệ thông tin, Hà Nội, 04-05 tháng 10 năm 2003","Công nghệ - Kỹ thuật","ky yeu hoi thao khoa hoc quoc gia lan thu nhat nghien cuu co ban va ung dung cong nghe thong tin ha noi 04 05 thang 10 nam 2003"
"Kỷ yếu Hội thảo quốc gia tâm lý học & an toàn con người (Hà Nội, ngày 26 tháng 7 năm 2014)","Tâm lý học","ky yeu hoi thao quoc gia tam ly hoc an toan con nguoi ha noi ngay 26 thang 7 nam 2014"
"Kỷ yếu Hội thảo quốc tế nghiên cứu và giảng dạy ngôn ngữ, văn hóa Việt Nam-Trung Quốc","Khoa học xã hội","ky yeu hoi thao quoc te nghien cuu va giang day ngon ngu van hoa viet nam trung quoc"
"Kỷ yếu ban chấp hành Đảng bộ tỉnh Quảng Ngãi (1930-2015).","Lịch sử","ky yeu ban chap hanh dang bo tinh quang ngai 1930 2015"
"Kỷ yếu hội nghị khoa học","Khoa học xã hội","ky yeu hoi nghi khoa hoc"
"Kỷ yếu hội nghị khoa học Trường Đại học ngoại ngữ-ĐHQG Hà Nội","Giáo dục - Giáo trình","ky yeu hoi nghi khoa hoc truong dai hoc ngoai ngu dhqg ha noi"
"Kỷ yếu hội nghị khoa học giáo viên Khoa Tiếng Nhật","Giáo dục - Giáo trình","ky yeu hoi nghi khoa hoc giao vien khoa tieng nhat"
"Kỷ yếu hội nghị khoa học sinh viên khoa Công nghệ thông tin","Công nghệ - Kỹ thuật","ky yeu hoi nghi khoa hoc sinh vien khoa cong nghe thong tin"
"Kỷ yếu hội nghị khoa học sinh viên khoa tiếng Đức năm 2003","Giáo dục - Giáo trình","ky yeu hoi nghi khoa hoc sinh vien khoa tieng duc nam 2003"
"Kỷ yếu hội nghị tổng kết hoạt động của hệ thống thư viện công cộng toàn quốc, 1999-2000","Khoa học xã hội","ky yeu hoi nghi tong ket hoat dong cua he thong thu vien cong cong toan quoc 1999 2000"
"Kỷ yếu hội thảo giáo viên khoa Quản trị Kinh doanh và Du lịch","Kinh doanh - Kinh tế","ky yeu hoi thao giao vien khoa quan tri kinh doanh va du lich"
"Kỷ yếu hội thảo khoa học","Khoa học xã hội","ky yeu hoi thao khoa hoc"
"Kỷ yếu hội thảo khoa học "" Một số vấn đề về tin học y tế""","Công nghệ - Kỹ thuật","ky yeu hoi thao khoa hoc mot so van de ve tin hoc y te"
"Kỷ yếu hội thảo khoa học biện phap nâng cao chất lượng giáo dục kỹ năng sống cho học sinh, sinh viên trên địa bàn tỉnh Đồng Nai","Kỹ năng sống - Phát triển bản thân","ky yeu hoi thao khoa hoc bien phap nang cao chat luong giao duc ky nang song cho hoc sinh sinh vien tren dia ban tinh dong nai"
"Kỷ yếu hội thảo khoa học chuyên đề năm học 2018-2019","Khoa học xã hội","ky yeu hoi thao khoa hoc chuyen de nam hoc 2018 2019"
"Kỷ yếu hội thảo khoa học công đoàn","Khoa học xã hội","ky yeu hoi thao khoa hoc cong doan"
"Kỷ yếu hội thảo khoa học giáo viên","Giáo dục - Giáo trình","ky yeu hoi thao khoa hoc giao vien"
"Kỷ yếu hội thảo khoa học giáo viên Khoa tiếng Pháp","Giáo dục - Giáo trình","ky yeu hoi thao khoa hoc giao vien khoa tieng phap"
"Kỷ yếu hội thảo khoa học giáo viên khoa công nghệ thông tin","Công nghệ - Kỹ thuật","ky yeu hoi thao khoa hoc giao vien khoa cong nghe thong tin"
